"Year","Sex","agegroup","UF","pop"
2015,"f","35-39","Rio De Janeiro",690886
2015,"f","35-39","Rio Grande Do Norte",130639
2015,"f","35-39","Rio Grande Do Sul",409422
2015,"f","35-39","Rondonia",67510
2015,"f","35-39","Roraima",19301
2015,"f","35-39","Santa Catarina",263406
2015,"f","35-39","Sao Paulo",1834142
2015,"f","35-39","Sergipe",89759
2015,"f","35-39","Tocantins",58536
2015,"f","40-44","Acre",23952
2015,"f","40-44","Alagoas",110772
2015,"f","40-44","Amapa",24016
2015,"f","40-44","Amazonas",116258
2015,"f","40-44","Bahia",503191
2015,"f","40-44","Ceara",299456
2015,"f","40-44","Distrito Federal",114549
2015,"f","40-44","Espirito Santo",134394
2015,"f","40-44","Goias",246495
2015,"f","40-44","Maranhao",202855
2015,"f","40-44","Mato Grosso",117130
2015,"f","40-44","Mato Grosso Do Sul",93032
2015,"f","40-44","Minas Gerais",726683
2015,"f","40-44","Para",254045
2015,"f","40-44","Paraiba",136120
2015,"f","40-44","Parana",404857
2015,"f","40-44","Pernambuco",333739
2015,"f","40-44","Piaui",105737
2015,"f","40-44","Rio De Janeiro",626050
2015,"f","40-44","Rio Grande Do Norte",116610
2015,"f","40-44","Rio Grande Do Sul",379437
2015,"f","40-44","Rondonia",59083
2015,"f","40-44","Roraima",15099
2015,"f","40-44","Santa Catarina",243117
2015,"f","40-44","Sao Paulo",1644290
2015,"f","40-44","Sergipe",78559
2015,"f","40-44","Tocantins",47398
2015,"f","45-49","Acre",19991
2015,"f","45-49","Alagoas",100712
2015,"f","45-49","Amapa",18598
2015,"f","45-49","Amazonas",93574
2015,"f","45-49","Bahia",460855
2015,"f","45-49","Ceara",281418
2015,"f","45-49","Distrito Federal",99930
2015,"f","45-49","Espirito Santo",126646
2015,"f","45-49","Goias",222933
2015,"f","45-49","Maranhao",178793
2015,"f","45-49","Mato Grosso",104364
2015,"f","45-49","Mato Grosso Do Sul",86088
2015,"f","45-49","Minas Gerais",703157
2015,"f","45-49","Para",212087
2015,"f","45-49","Paraiba",127544
2015,"f","45-49","Parana",394641
2015,"f","45-49","Pernambuco",304913
2015,"f","45-49","Piaui",97552
2015,"f","45-49","Rio De Janeiro",599264
2015,"f","45-49","Rio Grande Do Norte",112342
2015,"f","45-49","Rio Grande Do Sul",390595
2015,"f","45-49","Rondonia",51480
2015,"f","45-49","Roraima",12332
2015,"f","45-49","Santa Catarina",239021
2015,"f","45-49","Sao Paulo",1539807
2015,"f","45-49","Sergipe",71305
2015,"f","45-49","Tocantins",42009
2015,"f","5-9","Acre",43977
2015,"f","5-9","Alagoas",140322
2015,"f","5-9","Amapa",39135
2015,"f","5-9","Amazonas",195479
2015,"f","5-9","Bahia",548625
2015,"f","5-9","Ceara",332764
2015,"f","5-9","Distrito Federal",97709
2015,"f","5-9","Espirito Santo",132112
2015,"f","5-9","Goias",236607
2015,"f","5-9","Maranhao",326311
2015,"f","5-9","Mato Grosso",131088
2015,"f","5-9","Mato Grosso Do Sul",98923
2015,"f","5-9","Minas Gerais",654957
2015,"f","5-9","Para",388070
2015,"f","5-9","Paraiba",147578
2015,"f","5-9","Parana",368359
2015,"f","5-9","Pernambuco",359213
2015,"f","5-9","Piaui",127022
2015,"f","5-9","Rio De Janeiro",517302
2015,"f","5-9","Rio Grande Do Norte",126090
2015,"f","5-9","Rio Grande Do Sul",330919
2015,"f","5-9","Rondonia",67000
2015,"f","5-9","Roraima",25217
2015,"f","5-9","Santa Catarina",213404
2015,"f","5-9","Sao Paulo",1449264
2015,"f","5-9","Sergipe",87621
2015,"f","5-9","Tocantins",64243
2015,"f","50-54","Acre",15568
2015,"f","50-54","Alagoas",83739
2015,"f","50-54","Amapa",14195
2015,"f","50-54","Amazonas",76345
2015,"f","50-54","Bahia",397149
2015,"f","50-54","Ceara",248133
2015,"f","50-54","Distrito Federal",84713
2015,"f","50-54","Espirito Santo",117661
2015,"f","50-54","Goias",191835
2015,"f","50-54","Maranhao",153304
2015,"f","50-54","Mato Grosso",88895
2015,"f","50-54","Mato Grosso Do Sul",78982.0000000001
2015,"f","50-54","Minas Gerais",662745
2015,"f","50-54","Para",171613
2015,"f","50-54","Paraiba",111518
2015,"f","50-54","Parana",362427
2015,"f","50-54","Pernambuco",265430
2015,"f","50-54","Piaui",87376
2015,"f","50-54","Rio De Janeiro",581160
2015,"f","50-54","Rio Grande Do Norte",99909
2015,"f","50-54","Rio Grande Do Sul",397140
2015,"f","50-54","Rondonia",42999
2015,"f","50-54","Roraima",10305
2015,"f","50-54","Santa Catarina",227882
2015,"f","50-54","Sao Paulo",1439700
2015,"f","50-54","Sergipe",59748
2015,"f","50-54","Tocantins",34606
2015,"f","55-59","Acre",12685
2015,"f","55-59","Alagoas",69356
2015,"f","55-59","Amapa",11072
2015,"f","55-59","Amazonas",60715
2015,"f","55-59","Bahia",338149
2015,"f","55-59","Ceara",197137
2015,"f","55-59","Distrito Federal",66666
2015,"f","55-59","Espirito Santo",102641
2015,"f","55-59","Goias",156406
2015,"f","55-59","Maranhao",127836
2015,"f","55-59","Mato Grosso",70626
2015,"f","55-59","Mato Grosso Do Sul",64470
2015,"f","55-59","Minas Gerais",577276
2015,"f","55-59","Para",141840
2015,"f","55-59","Paraiba",90850
2015,"f","55-59","Parana",306584
2015,"f","55-59","Pernambuco",220777
2015,"f","55-59","Piaui",74260
2015,"f","55-59","Rio De Janeiro",528225
2015,"f","55-59","Rio Grande Do Norte",77030
2015,"f","55-59","Rio Grande Do Sul",355642
2015,"f","55-59","Rondonia",33698
2015,"f","55-59","Roraima",7934
2015,"f","55-59","Santa Catarina",188473
2015,"f","55-59","Sao Paulo",1271171
2015,"f","55-59","Sergipe",47566
2015,"f","55-59","Tocantins",28034
2015,"f","60-64","Acre",9692
2015,"f","60-64","Alagoas",57693
2015,"f","60-64","Amapa",7999.99999999999
2015,"f","60-64","Amazonas",45819
2015,"f","60-64","Bahia",271634
2015,"f","60-64","Ceara",164098
2015,"f","60-64","Distrito Federal",51880
2015,"f","60-64","Espirito Santo",81849
2015,"f","60-64","Goias",122985
2015,"f","60-64","Maranhao",106135
2015,"f","60-64","Mato Grosso",52930
2015,"f","60-64","Mato Grosso Do Sul",50721
2015,"f","60-64","Minas Gerais",468546
2015,"f","60-64","Para",110610
2015,"f","60-64","Paraiba",77875
2015,"f","60-64","Parana",250636
2015,"f","60-64","Pernambuco",182795
2015,"f","60-64","Piaui",62235
2015,"f","60-64","Rio De Janeiro",439952
2015,"f","60-64","Rio Grande Do Norte",60832
2015,"f","60-64","Rio Grande Do Sul",299447
2015,"f","60-64","Rondonia",25196
2015,"f","60-64","Roraima",5751
2015,"f","60-64","Santa Catarina",151649
2015,"f","60-64","Sao Paulo",1031817
2015,"f","60-64","Sergipe",38550
2015,"f","60-64","Tocantins",22190
2015,"f","65-69","Acre",7006
2015,"f","65-69","Alagoas",44225
2015,"f","65-69","Amapa",5223
2015,"f","65-69","Amazonas",32592
2015,"f","65-69","Bahia",217774
2015,"f","65-69","Ceara",136479
2015,"f","65-69","Distrito Federal",38006
2015,"f","65-69","Espirito Santo",58572
2015,"f","65-69","Goias",91504
2015,"f","65-69","Maranhao",81057
2015,"f","65-69","Mato Grosso",37993
2015,"f","65-69","Mato Grosso Do Sul",37559
2015,"f","65-69","Minas Gerais",360081
2015,"f","65-69","Para",80490
2015,"f","65-69","Paraiba",67336
2015,"f","65-69","Parana",191954
2015,"f","65-69","Pernambuco",149901
2015,"f","65-69","Piaui",48780
2015,"f","65-69","Rio De Janeiro",344037
2015,"f","65-69","Rio Grande Do Norte",54219
2015,"f","65-69","Rio Grande Do Sul",236868
2015,"f","65-69","Rondonia",17121
2015,"f","65-69","Roraima",3880
2015,"f","65-69","Santa Catarina",113403
2015,"f","65-69","Sao Paulo",795356
2015,"f","65-69","Sergipe",29730
2015,"f","65-69","Tocantins",16884
2015,"f","70-74","Acre",5361
2015,"f","70-74","Alagoas",32453
2015,"f","70-74","Amapa",4034
2015,"f","70-74","Amazonas",23105
2015,"f","70-74","Bahia",166647
2015,"f","70-74","Ceara",101076
2015,"f","70-74","Distrito Federal",25492
2015,"f","70-74","Espirito Santo",42611
2015,"f","70-74","Goias",64846
2015,"f","70-74","Maranhao",61506
2015,"f","70-74","Mato Grosso",26175
2015,"f","70-74","Mato Grosso Do Sul",27604
2015,"f","70-74","Minas Gerais",267631
2015,"f","70-74","Para",60281
2015,"f","70-74","Paraiba",51139
2015,"f","70-74","Parana",139412
2015,"f","70-74","Pernambuco",111260
2015,"f","70-74","Piaui",36104
2015,"f","70-74","Rio De Janeiro",246789
2015,"f","70-74","Rio Grande Do Norte",39096
2015,"f","70-74","Rio Grande Do Sul",173471
2015,"f","70-74","Rondonia",11760
2015,"f","70-74","Roraima",2504
2015,"f","70-74","Santa Catarina",79059
2015,"f","70-74","Sao Paulo",565212
2015,"f","70-74","Sergipe",21795
2015,"f","70-74","Tocantins",12247
2015,"f","75-79","Acre",3459
2015,"f","75-79","Alagoas",22963
2015,"f","75-79","Amapa",2672
2015,"f","75-79","Amazonas",15796
2015,"f","75-79","Bahia",124404
2015,"f","75-79","Ceara",81127
2015,"f","75-79","Distrito Federal",18019
2015,"f","75-79","Espirito Santo",32400
2015,"f","75-79","Goias",46057
2015,"f","75-79","Maranhao",45645
2015,"f","75-79","Mato Grosso",17494
2015,"f","75-79","Mato Grosso Do Sul",19552
2015,"f","75-79","Minas Gerais",202692
2015,"f","75-79","Para",40362
2015,"f","75-79","Paraiba",41282
2015,"f","75-79","Parana",99151
2015,"f","75-79","Pernambuco",84352
2015,"f","75-79","Piaui",27825
2015,"f","75-79","Rio De Janeiro",188973
2015,"f","75-79","Rio Grande Do Norte",30663
2015,"f","75-79","Rio Grande Do Sul",130283
2015,"f","75-79","Rondonia",7680
2015,"f","75-79","Roraima",1633
2015,"f","75-79","Santa Catarina",57682
2015,"f","75-79","Sao Paulo",424985
2015,"f","75-79","Sergipe",15633
2015,"f","75-79","Tocantins",8818
2015,"f","80-84","Acre",2110
2015,"f","80-84","Alagoas",14025
2015,"f","80-84","Amapa",1677
2015,"f","80-84","Amazonas",9732.00000000001
2015,"f","80-84","Bahia",79318
2015,"f","80-84","Ceara",48785
2015,"f","80-84","Distrito Federal",10368
2015,"f","80-84","Espirito Santo",21821
2015,"f","80-84","Goias",26951
2015,"f","80-84","Maranhao",27691
2015,"f","80-84","Mato Grosso",10049
2015,"f","80-84","Mato Grosso Do Sul",12006
2015,"f","80-84","Minas Gerais",132886
2015,"f","80-84","Para",24343
2015,"f","80-84","Paraiba",23912
2015,"f","80-84","Parana",63122
2015,"f","80-84","Pernambuco",49905
2015,"f","80-84","Piaui",16814
2015,"f","80-84","Rio De Janeiro",129072
2015,"f","80-84","Rio Grande Do Norte",18492
2015,"f","80-84","Rio Grande Do Sul",89722
2015,"f","80-84","Rondonia",4319
2015,"f","80-84","Roraima",936
2015,"f","80-84","Santa Catarina",36910
2015,"f","80-84","Sao Paulo",283347
2015,"f","80-84","Sergipe",10065
2015,"f","80-84","Tocantins",5399
2015,"f","85","Acre",1864
2015,"f","85","Alagoas",12294
2015,"f","85","Amapa",1585
2015,"f","85","Amazonas",8727
2015,"f","85","Bahia",79356
2015,"f","85","Ceara",48704
2015,"f","85","Distrito Federal",8638
2015,"f","85","Espirito Santo",20371
2015,"f","85","Goias",20826
2015,"f","85","Maranhao",26705
2015,"f","85","Mato Grosso",7548
2015,"f","85","Mato Grosso Do Sul",10035
2015,"f","85","Minas Gerais",122919
2015,"f","85","Para",21330
2015,"f","85","Paraiba",23966
2015,"f","85","Parana",51316
2015,"f","85","Pernambuco",46257
2015,"f","85","Piaui",14543
2015,"f","85","Rio De Janeiro",124376
2015,"f","85","Rio Grande Do Norte",20154
2015,"f","85","Rio Grande Do Sul",82581
2015,"f","85","Rondonia",3073
2015,"f","85","Roraima",791
2015,"f","85","Santa Catarina",32684
2015,"f","85","Sao Paulo",265351
2015,"f","85","Sergipe",8907
2015,"f","85","Tocantins",4182
2015,"m","0-4","Acre",43707
2015,"m","0-4","Alagoas",136298
2015,"m","0-4","Amapa",40800
2015,"m","0-4","Amazonas",208687
2015,"m","0-4","Bahia",533582
2015,"m","0-4","Ceara",330853
2015,"m","0-4","Distrito Federal",102114
2015,"m","0-4","Espirito Santo",143303
2015,"m","0-4","Goias",254011
2015,"m","0-4","Maranhao",305163
2015,"m","0-4","Mato Grosso",137106
2015,"m","0-4","Mato Grosso Do Sul",109963
2015,"m","0-4","Minas Gerais",676365
2015,"m","0-4","Para",375596
2015,"m","0-4","Paraiba",140088
2015,"m","0-4","Parana",395247
2015,"m","0-4","Pernambuco",364065
2015,"m","0-4","Piaui",123316
2015,"m","0-4","Rio De Janeiro",564647
2015,"m","0-4","Rio Grande Do Norte",125031
2015,"m","0-4","Rio Grande Do Sul",358235
2015,"m","0-4","Rondonia",69199
2015,"m","0-4","Roraima",27085
2015,"m","0-4","Santa Catarina",233457
2015,"m","0-4","Sao Paulo",1557369
2015,"m","0-4","Sergipe",87601
2015,"m","0-4","Tocantins",64338
2015,"m","10-14","Acre",47351
2015,"m","10-14","Alagoas",158929
2015,"m","10-14","Amapa",42206
2015,"m","10-14","Amazonas",198417
2015,"m","10-14","Bahia",625828
2015,"m","10-14","Ceara",371162
2015,"m","10-14","Distrito Federal",115336
2015,"m","10-14","Espirito Santo",147081
2015,"m","10-14","Goias",258690
2015,"m","10-14","Maranhao",348262
2015,"m","10-14","Mato Grosso",137395
2015,"m","10-14","Mato Grosso Do Sul",106234
2015,"m","10-14","Minas Gerais",766305
2015,"m","10-14","Para",417238
2015,"m","10-14","Paraiba",168821
2015,"m","10-14","Parana",414599
2015,"m","10-14","Pernambuco",397898
2015,"m","10-14","Piaui",148202
2015,"m","10-14","Rio De Janeiro",581743
2015,"m","10-14","Rio Grande Do Norte",138123
2015,"m","10-14","Rio Grande Do Sul",394597
2015,"m","10-14","Rondonia",77021
2015,"m","10-14","Roraima",26129
2015,"m","10-14","Santa Catarina",234590
2015,"m","10-14","Sao Paulo",1593194
2015,"m","10-14","Sergipe",94828
2015,"m","10-14","Tocantins",69956
2015,"m","15-19","Acre",44657
2015,"m","15-19","Alagoas",167941
2015,"m","15-19","Amapa",40837
2015,"m","15-19","Amazonas",205146
2015,"m","15-19","Bahia",675357
2015,"m","15-19","Ceara",431170
2015,"m","15-19","Distrito Federal",118456
2015,"m","15-19","Espirito Santo",156526
2015,"m","15-19","Goias",279742
2015,"m","15-19","Maranhao",362223
2015,"m","15-19","Mato Grosso",145547
2015,"m","15-19","Mato Grosso Do Sul",114265
2015,"m","15-19","Minas Gerais",866929
2015,"m","15-19","Para",425565
2015,"m","15-19","Paraiba",176866
2015,"m","15-19","Parana",466399
2015,"m","15-19","Pernambuco",424476
2015,"m","15-19","Piaui",156932
2015,"m","15-19","Rio De Janeiro",669110
2015,"m","15-19","Rio Grande Do Norte",151660
2015,"m","15-19","Rio Grande Do Sul",440919
2015,"m","15-19","Rondonia",80392
2015,"m","15-19","Roraima",27117
2015,"m","15-19","Santa Catarina",274105
2015,"m","15-19","Sao Paulo",1712034
2015,"m","15-19","Sergipe",106775
2015,"m","15-19","Tocantins",74300
2015,"m","20-24","Acre",38495
2015,"m","20-24","Alagoas",146708
2015,"m","20-24","Amapa",38208
2015,"m","20-24","Amazonas",184458
2015,"m","20-24","Bahia",636073
2015,"m","20-24","Ceara",414393
2015,"m","20-24","Distrito Federal",118947
2015,"m","20-24","Espirito Santo",155569
2015,"m","20-24","Goias",283881
2015,"m","20-24","Maranhao",323793
2015,"m","20-24","Mato Grosso",146834
2015,"m","20-24","Mato Grosso Do Sul",115254
2015,"m","20-24","Minas Gerais",870007
2015,"m","20-24","Para",392187
2015,"m","20-24","Paraiba",170822
2015,"m","20-24","Parana",469372
2015,"m","20-24","Pernambuco",397737
2015,"m","20-24","Piaui",143236
2015,"m","20-24","Rio De Janeiro",649033
2015,"m","20-24","Rio Grande Do Norte",150222
2015,"m","20-24","Rio Grande Do Sul",442125
2015,"m","20-24","Rondonia",78858
2015,"m","20-24","Roraima",24765
2015,"m","20-24","Santa Catarina",290336
2015,"m","20-24","Sao Paulo",1726517
2015,"m","20-24","Sergipe",100383
2015,"m","20-24","Tocantins",70398
2015,"m","25-29","Acre",35163
2015,"m","25-29","Alagoas",129101
2015,"m","25-29","Amapa",35879
2015,"m","25-29","Amazonas",171876
2015,"m","25-29","Bahia",606526
2015,"m","25-29","Ceara",392476
2015,"m","25-29","Distrito Federal",127830
2015,"m","25-29","Espirito Santo",167657
2015,"m","25-29","Goias",297653
2015,"m","25-29","Maranhao",301848
2015,"m","25-29","Mato Grosso",149820
2015,"m","25-29","Mato Grosso Do Sul",112707
2015,"m","25-29","Minas Gerais",872299
2015,"m","25-29","Para",370682
2015,"m","25-29","Paraiba",162632
2015,"m","25-29","Parana",449597
2015,"m","25-29","Pernambuco",388057
2015,"m","25-29","Piaui",135854
2015,"m","25-29","Rio De Janeiro",657608
2015,"m","25-29","Rio Grande Do Norte",154576
2015,"m","25-29","Rio Grande Do Sul",434986
2015,"m","25-29","Rondonia",77840
2015,"m","25-29","Roraima",23051
2015,"m","25-29","Santa Catarina",304204
2015,"m","25-29","Sao Paulo",1907224
2015,"m","25-29","Sergipe",97212
2015,"m","25-29","Tocantins",65908
2015,"m","30-34","Acre",33347
2015,"m","30-34","Alagoas",123514
2015,"m","30-34","Amapa",32511
2015,"m","30-34","Amazonas",162149
2015,"m","30-34","Bahia",617818
2015,"m","30-34","Ceara",356447
2015,"m","30-34","Distrito Federal",131474
2015,"m","30-34","Espirito Santo",165133
2015,"m","30-34","Goias",290892
2015,"m","30-34","Maranhao",277592
2015,"m","30-34","Mato Grosso",147377
2015,"m","30-34","Mato Grosso Do Sul",109429
2015,"m","30-34","Minas Gerais",850976
2015,"m","30-34","Para",348894
2015,"m","30-34","Paraiba",155669
2015,"m","30-34","Parana",434688
2015,"m","30-34","Pernambuco",369055
2015,"m","30-34","Piaui",126520
2015,"m","30-34","Rio De Janeiro",668349
2015,"m","30-34","Rio Grande Do Norte",143279
2015,"m","30-34","Rio Grande Do Sul",441516
2015,"m","30-34","Rondonia",75021
2015,"m","30-34","Roraima",22266
2015,"m","30-34","Santa Catarina",299193
2015,"m","30-34","Sao Paulo",1920219
2015,"m","30-34","Sergipe",91032
2015,"m","30-34","Tocantins",62648
2015,"m","35-39","Acre",28991
2015,"m","35-39","Alagoas",113330
2015,"m","35-39","Amapa",27921
2015,"m","35-39","Amazonas",142266
2015,"m","35-39","Bahia",559614
2015,"m","35-39","Ceara",315519
2015,"m","35-39","Distrito Federal",121191
2015,"m","35-39","Espirito Santo",150595
2015,"m","35-39","Goias",270622
2015,"m","35-39","Maranhao",236766
2015,"m","35-39","Mato Grosso",135187
2015,"m","35-39","Mato Grosso Do Sul",100121
2015,"m","35-39","Minas Gerais",790809
2015,"m","35-39","Para",306731
2015,"m","35-39","Paraiba",142394
2015,"m","35-39","Parana",409565
2015,"m","35-39","Pernambuco",338802
2015,"m","35-39","Piaui",115749
2015,"m","35-39","Rio De Janeiro",635399
2015,"m","35-39","Rio Grande Do Norte",124550
2015,"m","35-39","Rio Grande Do Sul",395056
2015,"m","35-39","Rondonia",67279
2015,"m","35-39","Roraima",18885
2015,"m","35-39","Santa Catarina",264436
2015,"m","35-39","Sao Paulo",1750726
2015,"m","35-39","Sergipe",81177
2015,"m","35-39","Tocantins",57219
2015,"m","40-44","Acre",23612
2015,"m","40-44","Alagoas",96647
2015,"m","40-44","Amapa",23588
2015,"m","40-44","Amazonas",116007
2015,"m","40-44","Bahia",468752
2015,"m","40-44","Ceara",273427
2015,"m","40-44","Distrito Federal",101610
2015,"m","40-44","Espirito Santo",127711
2015,"m","40-44","Goias",236646
2015,"m","40-44","Maranhao",191687
2015,"m","40-44","Mato Grosso",118988
2015,"m","40-44","Mato Grosso Do Sul",89875
2015,"m","40-44","Minas Gerais",692728
2015,"m","40-44","Para",256544
2015,"m","40-44","Paraiba",123870
2015,"m","40-44","Parana",382656
2015,"m","40-44","Pernambuco",296848
2015,"m","40-44","Piaui",97237
2015,"m","40-44","Rio De Janeiro",562739
2015,"m","40-44","Rio Grande Do Norte",108302
2015,"m","40-44","Rio Grande Do Sul",362355
2015,"m","40-44","Rondonia",58073
2015,"m","40-44","Roraima",15282
2015,"m","40-44","Santa Catarina",239427
2015,"m","40-44","Sao Paulo",1544029
2015,"m","40-44","Sergipe",70049
2015,"m","40-44","Tocantins",48670
2015,"m","45-49","Acre",19599
2015,"m","45-49","Alagoas",87521
2015,"m","45-49","Amapa",19077
2015,"m","45-49","Amazonas",97274
2015,"m","45-49","Bahia",428710
2015,"m","45-49","Ceara",253094
2015,"m","45-49","Distrito Federal",88902
2015,"m","45-49","Espirito Santo",120128
2015,"m","45-49","Goias",212875
2015,"m","45-49","Maranhao",167367
2015,"m","45-49","Mato Grosso",107712
2015,"m","45-49","Mato Grosso Do Sul",82588
2015,"m","45-49","Minas Gerais",665379
2015,"m","45-49","Para",217051
2015,"m","45-49","Paraiba",114338
2015,"m","45-49","Parana",368119
2015,"m","45-49","Pernambuco",265150
2015,"m","45-49","Piaui",88841
2015,"m","45-49","Rio De Janeiro",535577
2015,"m","45-49","Rio Grande Do Norte",102986
2015,"m","45-49","Rio Grande Do Sul",363591
2015,"m","45-49","Rondonia",53856
2015,"m","45-49","Roraima",13089
2015,"m","45-49","Santa Catarina",232702
2015,"m","45-49","Sao Paulo",1429384
2015,"m","45-49","Sergipe",64039
2015,"m","45-49","Tocantins",42698
2015,"m","5-9","Acre",45852
2015,"m","5-9","Alagoas",145935
2015,"m","5-9","Amapa",40969
2015,"m","5-9","Amazonas",204280
2015,"m","5-9","Bahia",572562
2015,"m","5-9","Ceara",347136
2015,"m","5-9","Distrito Federal",102665
2015,"m","5-9","Espirito Santo",137961
2015,"m","5-9","Goias",246842
2015,"m","5-9","Maranhao",339649
2015,"m","5-9","Mato Grosso",136642
2015,"m","5-9","Mato Grosso Do Sul",103675
2015,"m","5-9","Minas Gerais",685047
2015,"m","5-9","Para",404961
2015,"m","5-9","Paraiba",154799
2015,"m","5-9","Parana",385699
2015,"m","5-9","Pernambuco",374494
2015,"m","5-9","Piaui",132160
2015,"m","5-9","Rio De Janeiro",541259
2015,"m","5-9","Rio Grande Do Norte",131080
2015,"m","5-9","Rio Grande Do Sul",346717
2015,"m","5-9","Rondonia",70133
2015,"m","5-9","Roraima",26273
2015,"m","5-9","Santa Catarina",223007
2015,"m","5-9","Sao Paulo",1516698
2015,"m","5-9","Sergipe",91211
2015,"m","5-9","Tocantins",67254
2015,"m","50-54","Acre",15359
2015,"m","50-54","Alagoas",72889
2015,"m","50-54","Amapa",14836
2015,"m","50-54","Amazonas",78578
2015,"m","50-54","Bahia",365186
2015,"m","50-54","Ceara",221821
2015,"m","50-54","Distrito Federal",71605
2015,"m","50-54","Espirito Santo",109802
2015,"m","50-54","Goias",180468
2015,"m","50-54","Maranhao",140873
2015,"m","50-54","Mato Grosso",93018
2015,"m","50-54","Mato Grosso Do Sul",74245
2015,"m","50-54","Minas Gerais",615918
2015,"m","50-54","Para",174162
2015,"m","50-54","Paraiba",99203
2015,"m","50-54","Parana",329820
2015,"m","50-54","Pernambuco",226090
2015,"m","50-54","Piaui",78022
2015,"m","50-54","Rio De Janeiro",502485
2015,"m","50-54","Rio Grande Do Norte",89900
2015,"m","50-54","Rio Grande Do Sul",364260
2015,"m","50-54","Rondonia",46113
2015,"m","50-54","Roraima",10921
2015,"m","50-54","Santa Catarina",216388
2015,"m","50-54","Sao Paulo",1280804
2015,"m","50-54","Sergipe",52618
2015,"m","50-54","Tocantins",35625
2015,"m","55-59","Acre",12332
2015,"m","55-59","Alagoas",58588
2015,"m","55-59","Amapa",11571
2015,"m","55-59","Amazonas",61059
2015,"m","55-59","Bahia",302906
2015,"m","55-59","Ceara",166727
2015,"m","55-59","Distrito Federal",54236
2015,"m","55-59","Espirito Santo",94448
2015,"m","55-59","Goias",144871
2015,"m","55-59","Maranhao",115307
2015,"m","55-59","Mato Grosso",74339
2015,"m","55-59","Mato Grosso Do Sul",60233
2015,"m","55-59","Minas Gerais",531068
2015,"m","55-59","Para",141929
2015,"m","55-59","Paraiba",76598
2015,"m","55-59","Parana",273772
2015,"m","55-59","Pernambuco",181975
2015,"m","55-59","Piaui",63966
2015,"m","55-59","Rio De Janeiro",440958
2015,"m","55-59","Rio Grande Do Norte",66587
2015,"m","55-59","Rio Grande Do Sul",320527
2015,"m","55-59","Rondonia",35962
2015,"m","55-59","Roraima",8507
2015,"m","55-59","Santa Catarina",176683
2015,"m","55-59","Sao Paulo",1106067
2015,"m","55-59","Sergipe",40921
2015,"m","55-59","Tocantins",28625
2015,"m","60-64","Acre",9521.00000000001
2015,"m","60-64","Alagoas",47087
2015,"m","60-64","Amapa",8156
2015,"m","60-64","Amazonas",44898
2015,"m","60-64","Bahia",235192
2015,"m","60-64","Ceara",135175
2015,"m","60-64","Distrito Federal",40945
2015,"m","60-64","Espirito Santo",74368
2015,"m","60-64","Goias",111447
2015,"m","60-64","Maranhao",94239
2015,"m","60-64","Mato Grosso",55415
2015,"m","60-64","Mato Grosso Do Sul",47106
2015,"m","60-64","Minas Gerais",419827
2015,"m","60-64","Para",109440
2015,"m","60-64","Paraiba",62538
2015,"m","60-64","Parana",220423
2015,"m","60-64","Pernambuco",142169
2015,"m","60-64","Piaui",51820
2015,"m","60-64","Rio De Janeiro",349648
2015,"m","60-64","Rio Grande Do Norte",49849
2015,"m","60-64","Rio Grande Do Sul",261940
2015,"m","60-64","Rondonia",26182
2015,"m","60-64","Roraima",6327
2015,"m","60-64","Santa Catarina",138751
2015,"m","60-64","Sao Paulo",877101
2015,"m","60-64","Sergipe",32000
2015,"m","60-64","Tocantins",23149
2015,"m","65-69","Acre",7011
2015,"m","65-69","Alagoas",36777
2015,"m","65-69","Amapa",5247
2015,"m","65-69","Amazonas",30915
2015,"m","65-69","Bahia",186753
2015,"m","65-69","Ceara",112780
2015,"m","65-69","Distrito Federal",28774
2015,"m","65-69","Espirito Santo",50849
2015,"m","65-69","Goias",83015
2015,"m","65-69","Maranhao",73883
2015,"m","65-69","Mato Grosso",39256
2015,"m","65-69","Mato Grosso Do Sul",34324
2015,"m","65-69","Minas Gerais",314156
2015,"m","65-69","Para",79065
2015,"m","65-69","Paraiba",53173
2015,"m","65-69","Parana",166441
2015,"m","65-69","Pernambuco",115185
2015,"m","65-69","Piaui",41681
2015,"m","65-69","Rio De Janeiro",261235
2015,"m","65-69","Rio Grande Do Norte",43363
2015,"m","65-69","Rio Grande Do Sul",198562
2015,"m","65-69","Rondonia",18230
2015,"m","65-69","Roraima",4530
2015,"m","65-69","Santa Catarina",99818
2015,"m","65-69","Sao Paulo",645648
2015,"m","65-69","Sergipe",24876
2015,"m","65-69","Tocantins",17663
2015,"m","70-74","Acre",4944.00000000001
2015,"m","70-74","Alagoas",25851
2015,"m","70-74","Amapa",3838
2015,"m","70-74","Amazonas",21700
2015,"m","70-74","Bahia",135518
2015,"m","70-74","Ceara",81833
2015,"m","70-74","Distrito Federal",18902
2015,"m","70-74","Espirito Santo",34674
2015,"m","70-74","Goias",58687
2015,"m","70-74","Maranhao",55161
2015,"m","70-74","Mato Grosso",27054
2015,"m","70-74","Mato Grosso Do Sul",24539
2015,"m","70-74","Minas Gerais",222627
2015,"m","70-74","Para",56311
2015,"m","70-74","Paraiba",38675
2015,"m","70-74","Parana",116894
2015,"m","70-74","Pernambuco",80511
2015,"m","70-74","Piaui",30643
2015,"m","70-74","Rio De Janeiro",176003
2015,"m","70-74","Rio Grande Do Norte",30104
2015,"m","70-74","Rio Grande Do Sul",135254
