"Year","Sex","agegroup","UF","pop"
2026,"f","80-84","Mato Grosso Do Sul",20389.00046
2026,"f","80-84","Minas Gerais",194736.002942
2026,"f","80-84","Para",39934.00548
2026,"f","80-84","Paraiba",34795.99995
2026,"f","80-84","Parana",104137.99611
2026,"f","80-84","Pernambuco",76941.000285
2026,"f","80-84","Piaui",23257.000072
2026,"f","80-84","Rio De Janeiro",177787.9966
2026,"f","80-84","Rio Grande Do Norte",29199.99956
2026,"f","80-84","Rio Grande Do Sul",129608.99983
2026,"f","80-84","Rondonia",7109.000459
2026,"f","80-84","Roraima",1831.99976
2026,"f","80-84","Santa Catarina",62593.0005
2026,"f","80-84","Sao Paulo",426009.029368
2026,"f","80-84","Sergipe",15250.00044
2026,"f","80-84","Tocantins",8634.999867
2026,"f","85","Acre",3293.000207
2026,"f","85","Alagoas",20222.00035
2026,"f","85","Amapa",2837.00041
2026,"f","85","Amazonas",13879.999283
2026,"f","85","Bahia",120692.00101
2026,"f","85","Ceara",69164.00005
2026,"f","85","Distrito Federal",18290
2026,"f","85","Espirito Santo",37511.0009
2026,"f","85","Goias",38711.999746
2026,"f","85","Maranhao",43096.999891
2026,"f","85","Mato Grosso",15443.000349
2026,"f","85","Mato Grosso Do Sul",18804.999916
2026,"f","85","Minas Gerais",206356.0059
2026,"f","85","Para",34499.999595
2026,"f","85","Paraiba",33189.999283
2026,"f","85","Parana",98775.001746
2026,"f","85","Pernambuco",72699.000954
2026,"f","85","Piaui",20531.999785
2026,"f","85","Rio De Janeiro",194811.99522
2026,"f","85","Rio Grande Do Norte",29257.001122
2026,"f","85","Rio Grande Do Sul",139554.996465
2026,"f","85","Rondonia",5533.999988
2026,"f","85","Roraima",1352.999969
2026,"f","85","Santa Catarina",64956.00059
2026,"f","85","Sao Paulo",451161.004705
2026,"f","85","Sergipe",13244.99955
2026,"f","85","Tocantins",7458.000318
2026,"m","0-4","Acre",42047.0023
2026,"m","0-4","Alagoas",123351.99854
2026,"m","0-4","Amapa",40304.0042
2026,"m","0-4","Amazonas",203062.0006
2026,"m","0-4","Bahia",495519.01425
2026,"m","0-4","Ceara",321561.99883
2026,"m","0-4","Distrito Federal",104058
2026,"m","0-4","Espirito Santo",143861.007
2026,"m","0-4","Goias",259666.99799
2026,"m","0-4","Maranhao",289831.99294
2026,"m","0-4","Mato Grosso",142606.99907
2026,"m","0-4","Mato Grosso Do Sul",109298.00035
2026,"m","0-4","Minas Gerais",652773.02064
2026,"m","0-4","Para",360998.99435
2026,"m","0-4","Paraiba",140397.99613
2026,"m","0-4","Parana",389677
2026,"m","0-4","Pernambuco",335601.0013
2026,"m","0-4","Piaui",115412.00069
2026,"m","0-4","Rio De Janeiro",546874.0005
2026,"m","0-4","Rio Grande Do Norte",118167.00525
2026,"m","0-4","Rio Grande Do Sul",344566.98823
2026,"m","0-4","Rondonia",69981.99579
2026,"m","0-4","Roraima",31770.0018
2026,"m","0-4","Santa Catarina",243939.01278
2026,"m","0-4","Sao Paulo",1489400.02207
2026,"m","0-4","Sergipe",84388.99619
2026,"m","0-4","Tocantins",63889.00417
2026,"m","10-14","Acre",42860.0024
2026,"m","10-14","Alagoas",128892.00412
2026,"m","10-14","Amapa",41728.001
2026,"m","10-14","Amazonas",208474.0035
2026,"m","10-14","Bahia",519126.99673
2026,"m","10-14","Ceara",328614.00164
2026,"m","10-14","Distrito Federal",100908
2026,"m","10-14","Espirito Santo",147499.9932
2026,"m","10-14","Goias",272997.01142
2026,"m","10-14","Maranhao",291945.99932
2026,"m","10-14","Mato Grosso",139775.99759
2026,"m","10-14","Mato Grosso Do Sul",111978.9988
2026,"m","10-14","Minas Gerais",679412.99972
2026,"m","10-14","Para",367926.00648
2026,"m","10-14","Paraiba",140495.00093
2026,"m","10-14","Parana",396741.99284
2026,"m","10-14","Pernambuco",358059.00603
2026,"m","10-14","Piaui",118763.00319
2026,"m","10-14","Rio De Janeiro",566811.9923
2026,"m","10-14","Rio Grande Do Norte",124528.00317
2026,"m","10-14","Rio Grande Do Sul",358567.99353
2026,"m","10-14","Rondonia",70292.99987
2026,"m","10-14","Roraima",29225.003
2026,"m","10-14","Santa Catarina",245875.99965
2026,"m","10-14","Sao Paulo",1559711.00505
2026,"m","10-14","Sergipe",87071.99794
2026,"m","10-14","Tocantins",63828.00224
2026,"m","15-19","Acre",44349.0009
2026,"m","15-19","Alagoas",135979.99705
2026,"m","15-19","Amapa",41821.9998
2026,"m","15-19","Amazonas",203187.0006
2026,"m","15-19","Bahia",545086.99348
2026,"m","15-19","Ceara",336046.99755
2026,"m","15-19","Distrito Federal",107873
2026,"m","15-19","Espirito Santo",140957.9967
2026,"m","15-19","Goias",259281.98915
2026,"m","15-19","Maranhao",316817.99028
2026,"m","15-19","Mato Grosso",133419.00057
2026,"m","15-19","Mato Grosso Do Sul",104502.9999
2026,"m","15-19","Minas Gerais",675059.00144
2026,"m","15-19","Para",390493.0016
2026,"m","15-19","Paraiba",148742.99473
2026,"m","15-19","Parana",379575.00473
2026,"m","15-19","Pernambuco",364628.99436
2026,"m","15-19","Piaui",124864.9935
2026,"m","15-19","Rio De Janeiro",537334.9646
2026,"m","15-19","Rio Grande Do Norte",129339.0024
2026,"m","15-19","Rio Grande Do Sul",336537.99662
2026,"m","15-19","Rondonia",68759.99693
2026,"m","15-19","Roraima",28248.9973
2026,"m","15-19","Santa Catarina",232785.01123
2026,"m","15-19","Sao Paulo",1511740.0177
2026,"m","15-19","Sergipe",89775.0064
2026,"m","15-19","Tocantins",65846.99791
2026,"m","20-24","Acre",46583.0032
2026,"m","20-24","Alagoas",141440.998
2026,"m","20-24","Amapa",43063.9965
2026,"m","20-24","Amazonas",196050.0355
2026,"m","20-24","Bahia",566643.00506
2026,"m","20-24","Ceara",346129.9996
2026,"m","20-24","Distrito Federal",127645
2026,"m","20-24","Espirito Santo",147933.9969
2026,"m","20-24","Goias",273450.00782
2026,"m","20-24","Maranhao",322066.00395
2026,"m","20-24","Mato Grosso",138625.99577
2026,"m","20-24","Mato Grosso Do Sul",105642.99964
2026,"m","20-24","Minas Gerais",738022.99976
2026,"m","20-24","Para",401417.9854
2026,"m","20-24","Paraiba",156643.00434
2026,"m","20-24","Parana",397737.00162
2026,"m","20-24","Pernambuco",376389.00364
2026,"m","20-24","Piaui",132345.9971
2026,"m","20-24","Rio De Janeiro",568896.0012
2026,"m","20-24","Rio Grande Do Norte",135789.99723
2026,"m","20-24","Rio Grande Do Sul",374252.01014
2026,"m","20-24","Rondonia",73783.00169
2026,"m","20-24","Roraima",27679.0034
2026,"m","20-24","Santa Catarina",246365.99619
2026,"m","20-24","Sao Paulo",1598876.00074
2026,"m","20-24","Sergipe",91421.99463
2026,"m","20-24","Tocantins",68687.0018
2026,"m","25-29","Acre",44691.0035
2026,"m","25-29","Alagoas",144693.0012
2026,"m","25-29","Amapa",43958.9973
2026,"m","25-29","Amazonas",204842.0056
2026,"m","25-29","Bahia",587367.03128
2026,"m","25-29","Ceara",389840.9808
2026,"m","25-29","Distrito Federal",133154
2026,"m","25-29","Espirito Santo",161147.9977
2026,"m","25-29","Goias",299829.00013
2026,"m","25-29","Maranhao",311079.00141
2026,"m","25-29","Mato Grosso",146237.99953
2026,"m","25-29","Mato Grosso Do Sul",112404.99769
2026,"m","25-29","Minas Gerais",834743.99294
2026,"m","25-29","Para",406686.99974
2026,"m","25-29","Paraiba",158412.00756
2026,"m","25-29","Parana",447964.00927
2026,"m","25-29","Pernambuco",393290.9882
2026,"m","25-29","Piaui",134400.99892
2026,"m","25-29","Rio De Janeiro",663392.0582
2026,"m","25-29","Rio Grande Do Norte",146175.9979
2026,"m","25-29","Rio Grande Do Sul",423884.01549
2026,"m","25-29","Rondonia",79839.99459
2026,"m","25-29","Roraima",33179.998
2026,"m","25-29","Santa Catarina",289496.00886
2026,"m","25-29","Sao Paulo",1781848.0237
2026,"m","25-29","Sergipe",100911.0009
2026,"m","25-29","Tocantins",71193.99853
2026,"m","30-34","Acre",38691.0041
2026,"m","30-34","Alagoas",129107.00132
2026,"m","30-34","Amapa",41003.9986
2026,"m","30-34","Amazonas",186383.975
2026,"m","30-34","Bahia",564992.00673
2026,"m","30-34","Ceara",387024.0083
2026,"m","30-34","Distrito Federal",127500
2026,"m","30-34","Espirito Santo",160468.0046
2026,"m","30-34","Goias",306177.99527
2026,"m","30-34","Maranhao",283305.00076
2026,"m","30-34","Mato Grosso",150021.00042
2026,"m","30-34","Mato Grosso Do Sul",115375.992
2026,"m","30-34","Minas Gerais",847985.00617
2026,"m","30-34","Para",379164.00092
2026,"m","30-34","Paraiba",154865.99588
2026,"m","30-34","Parana",456688.99606
2026,"m","30-34","Pernambuco",370863.0047
2026,"m","30-34","Piaui",121148.00243
2026,"m","30-34","Rio De Janeiro",652838.9761
2026,"m","30-34","Rio Grande Do Norte",146404.99353
2026,"m","30-34","Rio Grande Do Sul",426806.98921
2026,"m","30-34","Rondonia",79542.99857
2026,"m","30-34","Roraima",36179.9994
2026,"m","30-34","Santa Catarina",309899.00462
2026,"m","30-34","Sao Paulo",1779194.05538
2026,"m","30-34","Sergipe",96660.00673
2026,"m","30-34","Tocantins",69371.99672
2026,"m","35-39","Acre",34654.9967
2026,"m","35-39","Alagoas",116164.99958
2026,"m","35-39","Amapa",37896.0017
2026,"m","35-39","Amazonas",170274.9983
2026,"m","35-39","Bahia",551140.03357
2026,"m","35-39","Ceara",373358.9921
2026,"m","35-39","Distrito Federal",130220
2026,"m","35-39","Espirito Santo",169487.9879
2026,"m","35-39","Goias",310786.9916
2026,"m","35-39","Maranhao",270755.0043
2026,"m","35-39","Mato Grosso",150619.00199
2026,"m","35-39","Mato Grosso Do Sul",112868.9956
2026,"m","35-39","Minas Gerais",851617.01222
2026,"m","35-39","Para",356790.99742
2026,"m","35-39","Paraiba",152236.99417
2026,"m","35-39","Parana",440019.0002
2026,"m","35-39","Pernambuco",365097.9948
2026,"m","35-39","Piaui",119549.99763
2026,"m","35-39","Rio De Janeiro",642765.037
2026,"m","35-39","Rio Grande Do Norte",151184.99759
2026,"m","35-39","Rio Grande Do Sul",416922.00852
2026,"m","35-39","Rondonia",78503.00088
2026,"m","35-39","Roraima",34204.004
2026,"m","35-39","Santa Catarina",317695.00591
2026,"m","35-39","Sao Paulo",1890590.96379
2026,"m","35-39","Sergipe",93722.99818
2026,"m","35-39","Tocantins",65505.99499
2026,"m","40-44","Acre",32704.9956
2026,"m","40-44","Alagoas",113766.0047
2026,"m","40-44","Amapa",33808.0048
2026,"m","40-44","Amazonas",159311.9983
2026,"m","40-44","Bahia",578420.97211
2026,"m","40-44","Ceara",345225.0395
2026,"m","40-44","Distrito Federal",132998
2026,"m","40-44","Espirito Santo",167273.9931
2026,"m","40-44","Goias",298097.9923
2026,"m","40-44","Maranhao",259788.99307
2026,"m","40-44","Mato Grosso",146515.00638
2026,"m","40-44","Mato Grosso Do Sul",109308.9948
2026,"m","40-44","Minas Gerais",836628.99521
2026,"m","40-44","Para",337920.00631
2026,"m","40-44","Paraiba",149911.0017
2026,"m","40-44","Parana",425430.00793
2026,"m","40-44","Pernambuco",355072.01
2026,"m","40-44","Piaui",117188.00425
2026,"m","40-44","Rio De Janeiro",648395.9594
2026,"m","40-44","Rio Grande Do Norte",142889.99633
2026,"m","40-44","Rio Grande Do Sul",426136.99893
2026,"m","40-44","Rondonia",75113.99991
2026,"m","40-44","Roraima",30313.004
2026,"m","40-44","Santa Catarina",309889.99085
2026,"m","40-44","Sao Paulo",1899906.96981
2026,"m","40-44","Sergipe",88908.00261
2026,"m","40-44","Tocantins",62504.99814
2026,"m","45-49","Acre",28650.0043
2026,"m","45-49","Alagoas",105994.99657
2026,"m","45-49","Amapa",28802.9996
2026,"m","45-49","Amazonas",140903.9965
2026,"m","45-49","Bahia",538304.00218
2026,"m","45-49","Ceara",304805.9964
2026,"m","45-49","Distrito Federal",123229
2026,"m","45-49","Espirito Santo",152545.0048
2026,"m","45-49","Goias",273779.99924
2026,"m","45-49","Maranhao",226000.9969
2026,"m","45-49","Mato Grosso",133366.00055
2026,"m","45-49","Mato Grosso Do Sul",99947.0025
2026,"m","45-49","Minas Gerais",780736.00318
2026,"m","45-49","Para",299007.00888
2026,"m","45-49","Paraiba",138896.0058
2026,"m","45-49","Parana",400030.99554
2026,"m","45-49","Pernambuco",327954.9952
2026,"m","45-49","Piaui",109604.99861
2026,"m","45-49","Rio De Janeiro",620852.9386
2026,"m","45-49","Rio Grande Do Norte",124157.00446
2026,"m","45-49","Rio Grande Do Sul",386828.99266
2026,"m","45-49","Rondonia",66824.00188
2026,"m","45-49","Roraima",24574.9999
2026,"m","45-49","Santa Catarina",273589.99704
2026,"m","45-49","Sao Paulo",1734763.97398
2026,"m","45-49","Sergipe",79536.002
2026,"m","45-49","Tocantins",57110.00259
2026,"m","5-9","Acre",42315.9988
2026,"m","5-9","Alagoas",125876.99939
2026,"m","5-9","Amapa",41190.9997
2026,"m","5-9","Amazonas",206039.0039
2026,"m","5-9","Bahia",518187.99341
2026,"m","5-9","Ceara",333420.99826
2026,"m","5-9","Distrito Federal",101177
2026,"m","5-9","Espirito Santo",148821.9957
2026,"m","5-9","Goias",273702.00491
2026,"m","5-9","Maranhao",295758.00031
2026,"m","5-9","Mato Grosso",145519.99276
2026,"m","5-9","Mato Grosso Do Sul",112723.0034
2026,"m","5-9","Minas Gerais",679924.99562
2026,"m","5-9","Para",365417.98826
2026,"m","5-9","Paraiba",145853.99245
2026,"m","5-9","Parana",402400.00027
2026,"m","5-9","Pernambuco",347384.99813
2026,"m","5-9","Piaui",118993.00419
2026,"m","5-9","Rio De Janeiro",573230.0412
2026,"m","5-9","Rio Grande Do Norte",120991.99132
2026,"m","5-9","Rio Grande Do Sul",357535.0063
2026,"m","5-9","Rondonia",72158.99469
2026,"m","5-9","Roraima",31548.9962
2026,"m","5-9","Santa Catarina",252813.99829
2026,"m","5-9","Sao Paulo",1545022.98281
2026,"m","5-9","Sergipe",86813.00252
2026,"m","5-9","Tocantins",64527.0002
2026,"m","50-54","Acre",23124.9961
2026,"m","50-54","Alagoas",89648.00156
2026,"m","50-54","Amapa",24037.997
2026,"m","50-54","Amazonas",114298.9965
2026,"m","50-54","Bahia",444870.00262
2026,"m","50-54","Ceara",259714.99842
2026,"m","50-54","Distrito Federal",101903
2026,"m","50-54","Espirito Santo",127719.988
2026,"m","50-54","Goias",235796.99999
2026,"m","50-54","Maranhao",180241.99789
2026,"m","50-54","Mato Grosso",115230.0003
2026,"m","50-54","Mato Grosso Do Sul",87943.0026
2026,"m","50-54","Minas Gerais",673862.99051
2026,"m","50-54","Para",246543.00242
2026,"m","50-54","Paraiba",119042.99354
2026,"m","50-54","Parana",367528.99926
2026,"m","50-54","Pernambuco",284379.9942
2026,"m","50-54","Piaui",91777.99719
2026,"m","50-54","Rio De Janeiro",543279.9594
2026,"m","50-54","Rio Grande Do Norte",105618.99712
2026,"m","50-54","Rio Grande Do Sul",345379.00194
2026,"m","50-54","Rondonia",56164.99958
2026,"m","50-54","Roraima",18797.0037
2026,"m","50-54","Santa Catarina",240394.00528
2026,"m","50-54","Sao Paulo",1504586.94947
2026,"m","50-54","Sergipe",67225.99684
2026,"m","50-54","Tocantins",47786.99738
2026,"m","55-59","Acre",18715.0001
2026,"m","55-59","Alagoas",79204.00535
2026,"m","55-59","Amapa",19211.9996
2026,"m","55-59","Amazonas",92558.0044
2026,"m","55-59","Bahia",392420.99408
2026,"m","55-59","Ceara",233634.0008
2026,"m","55-59","Distrito Federal",86202
2026,"m","55-59","Espirito Santo",115591.0044
2026,"m","55-59","Goias",205267.99124
2026,"m","55-59","Maranhao",150806.00246
2026,"m","55-59","Mato Grosso",101466.00007
2026,"m","55-59","Mato Grosso Do Sul",78194.001
2026,"m","55-59","Minas Gerais",624144.99526
2026,"m","55-59","Para",202768.99926
2026,"m","55-59","Paraiba",105989.99911
2026,"m","55-59","Parana",346750.99679
2026,"m","55-59","Pernambuco",247777.0021
2026,"m","55-59","Piaui",80221.9993
2026,"m","55-59","Rio De Janeiro",496405.9902
2026,"m","55-59","Rio Grande Do Norte",97067.00485
2026,"m","55-59","Rio Grande Do Sul",334920.00054
2026,"m","55-59","Rondonia",50305.00436
2026,"m","55-59","Roraima",14623.9996
2026,"m","55-59","Santa Catarina",226006.00841
2026,"m","55-59","Sao Paulo",1350916.94095
2026,"m","55-59","Sergipe",59509.99846
2026,"m","55-59","Tocantins",40587.99986
2026,"m","60-64","Acre",14207.0003
2026,"m","60-64","Alagoas",64825.99954
2026,"m","60-64","Amapa",14479.99971
2026,"m","60-64","Amazonas",71664.99822
2026,"m","60-64","Bahia",327602.00543
2026,"m","60-64","Ceara",202848.00604
2026,"m","60-64","Distrito Federal",68399
2026,"m","60-64","Espirito Santo",103551.9945
2026,"m","60-64","Goias",168972.99685
2026,"m","60-64","Maranhao",122585.00489
2026,"m","60-64","Mato Grosso",85635.00092
2026,"m","60-64","Mato Grosso Do Sul",68327.00196
2026,"m","60-64","Minas Gerais",567771.99955
2026,"m","60-64","Para",157820.00077
2026,"m","60-64","Paraiba",90616.99732
2026,"m","60-64","Parana",306776.00584
2026,"m","60-64","Pernambuco",206523.99027
2026,"m","60-64","Piaui",67868.00114
2026,"m","60-64","Rio De Janeiro",451817.0472
2026,"m","60-64","Rio Grande Do Norte",83755.00224
2026,"m","60-64","Rio Grande Do Sul",329472.00249
2026,"m","60-64","Rondonia",42082.00168
2026,"m","60-64","Roraima",11302.9998
2026,"m","60-64","Santa Catarina",206569.00239
2026,"m","60-64","Sao Paulo",1180446.04036
2026,"m","60-64","Sergipe",48284.00089
2026,"m","60-64","Tocantins",33179.00039
2026,"m","65-69","Acre",10793.99976
2026,"m","65-69","Alagoas",49424.00159
2026,"m","65-69","Amapa",10633.00046
2026,"m","65-69","Amazonas",52536.99753
2026,"m","65-69","Bahia",259921.99811
2026,"m","65-69","Ceara",148016.99744
2026,"m","65-69","Distrito Federal",50047
2026,"m","65-69","Espirito Santo",86147.0024
2026,"m","65-69","Goias",129055.99828
2026,"m","65-69","Maranhao",94695.00246
2026,"m","65-69","Mato Grosso",65647.99763
2026,"m","65-69","Mato Grosso Do Sul",53518.00009
2026,"m","65-69","Minas Gerais",476353.0099
2026,"m","65-69","Para",120879.99814
2026,"m","65-69","Paraiba",67803.00606
2026,"m","65-69","Parana",245715.98981
2026,"m","65-69","Pernambuco",159087.00012
2026,"m","65-69","Piaui",52799.00271
2026,"m","65-69","Rio De Janeiro",382154.9781
2026,"m","65-69","Rio Grande Do Norte",60364.00006
2026,"m","65-69","Rio Grande Do Sul",283329.00498
2026,"m","65-69","Rondonia",30882.99962
2026,"m","65-69","Roraima",8210.99953
2026,"m","65-69","Santa Catarina",164241.99902
2026,"m","65-69","Sao Paulo",982635.97829
2026,"m","65-69","Sergipe",35696.99576
2026,"m","65-69","Tocantins",25438.99984
2026,"m","70-74","Acre",7790.00028
2026,"m","70-74","Alagoas",36202.99952
2026,"m","70-74","Amapa",7024.99982
2026,"m","70-74","Amazonas",35567.99986
2026,"m","70-74","Bahia",187482.00337
2026,"m","70-74","Ceara",108609.00103
2026,"m","70-74","Distrito Federal",35489
2026,"m","70-74","Espirito Santo",64523.9991
2026,"m","70-74","Goias",91609.9965
2026,"m","70-74","Maranhao",70026.00133
2026,"m","70-74","Mato Grosso",45449.00173
2026,"m","70-74","Mato Grosso Do Sul",38741.99843
2026,"m","70-74","Minas Gerais",356947.00355
2026,"m","70-74","Para",85355.9994
2026,"m","70-74","Paraiba",50125.99868
2026,"m","70-74","Parana",184129.00219
2026,"m","70-74","Pernambuco",113660.99914
2026,"m","70-74","Piaui",38868.9999
2026,"m","70-74","Rio De Janeiro",284535.98973
2026,"m","70-74","Rio Grande Do Norte",41178.00008
2026,"m","70-74","Rio Grande Do Sul",216997.00191
2026,"m","70-74","Rondonia",20187.00008
2026,"m","70-74","Roraima",5393.00008
2026,"m","70-74","Santa Catarina",120485.00094
2026,"m","70-74","Sao Paulo",738527.99494
2026,"m","70-74","Sergipe",25185.9993
2026,"m","70-74","Tocantins",18894.00064
2026,"m","75-79","Acre",5000.99987
2026,"m","75-79","Alagoas",24596.00028
2026,"m","75-79","Amapa",3996.99957
2026,"m","75-79","Amazonas",21335.00019
2026,"m","75-79","Bahia",129262.99513
2026,"m","75-79","Ceara",80121.9974
2026,"m","75-79","Distrito Federal",22719
2026,"m","75-79","Espirito Santo",40417.99986
2026,"m","75-79","Goias",59890.99524
2026,"m","75-79","Maranhao",47756.99876
2026,"m","75-79","Mato Grosso",28236.99922
2026,"m","75-79","Mato Grosso Do Sul",25090.00007
2026,"m","75-79","Minas Gerais",240919.99544
2026,"m","75-79","Para",52891.99501
2026,"m","75-79","Paraiba",37448.0008
2026,"m","75-79","Parana",124511.99643
2026,"m","75-79","Pernambuco",80282.0035
2026,"m","75-79","Piaui",26559.000294
2026,"m","75-79","Rio De Janeiro",190040.00006
2026,"m","75-79","Rio Grande Do Norte",31473
2026,"m","75-79","Rio Grande Do Sul",148016.00481
2026,"m","75-79","Rondonia",11950.99996
2026,"m","75-79","Roraima",3277.99958
2026,"m","75-79","Santa Catarina",78483.99923
2026,"m","75-79","Sao Paulo",492739.028471
2026,"m","75-79","Sergipe",16836.00036
2026,"m","75-79","Tocantins",12875.99936
2026,"m","80-84","Acre",2900.999809
2026,"m","80-84","Alagoas",14079.99999
2026,"m","80-84","Amapa",2387.99991
2026,"m","80-84","Amazonas",12022.99953
2026,"m","80-84","Bahia",77117.99549
2026,"m","80-84","Ceara",48124.00335
2026,"m","80-84","Distrito Federal",12515
2026,"m","80-84","Espirito Santo",23079.99985
2026,"m","80-84","Goias",34650.999892
2026,"m","80-84","Maranhao",28958.99992
2026,"m","80-84","Mato Grosso",16055.000556
2026,"m","80-84","Mato Grosso Do Sul",14921.99975
2026,"m","80-84","Minas Gerais",144514.995225
2026,"m","80-84","Para",30078.00004
2026,"m","80-84","Paraiba",22700.999489
2026,"m","80-84","Parana",73128.003925
2026,"m","80-84","Pernambuco",47020.000058
2026,"m","80-84","Piaui",15055.000464
2026,"m","80-84","Rio De Janeiro",107333.00018
2026,"m","80-84","Rio Grande Do Norte",18572.00069
2026,"m","80-84","Rio Grande Do Sul",85114.99579
2026,"m","80-84","Rondonia",6335.99994
2026,"m","80-84","Roraima",1561.00005
2026,"m","80-84","Santa Catarina",43242.00018
2026,"m","80-84","Sao Paulo",281423.002527
2026,"m","80-84","Sergipe",9395.00048
2026,"m","80-84","Tocantins",7888.000249
2026,"m","85","Acre",2301.999999
2026,"m","85","Alagoas",10159.999758
2026,"m","85","Amapa",1949
2026,"m","85","Amazonas",8572.999674
2026,"m","85","Bahia",61339.999671
2026,"m","85","Ceara",38518.999436
2026,"m","85","Distrito Federal",9233
2026,"m","85","Espirito Santo",21296.00009
2026,"m","85","Goias",27500.999597
2026,"m","85","Maranhao",25180.000382
2026,"m","85","Mato Grosso",12495.000353
2026,"m","85","Mato Grosso Do Sul",12900.999565
2026,"m","85","Minas Gerais",129258.002491
2026,"m","85","Para",21782.00007
2026,"m","85","Paraiba",18840.99964
2026,"m","85","Parana",60523.000715
2026,"m","85","Pernambuco",36635.999242
2026,"m","85","Piaui",10418.000302
2026,"m","85","Rio De Janeiro",90264.00867
2026,"m","85","Rio Grande Do Norte",15042.000041
2026,"m","85","Rio Grande Do Sul",67927.999465
2026,"m","85","Rondonia",4475.000019
2026,"m","85","Roraima",943.999971
2026,"m","85","Santa Catarina",34063.999446
2026,"m","85","Sao Paulo",235396.0002
2026,"m","85","Sergipe",6283.999412
2026,"m","85","Tocantins",6408.999983
2027,"f","0-4","Acre",39873.9945
2027,"f","0-4","Alagoas",116348.99791
2027,"f","0-4","Amapa",38357.9978
2027,"f","0-4","Amazonas",193087.0049
2027,"f","0-4","Bahia",465871.00185
2027,"f","0-4","Ceara",302996.99361
2027,"f","0-4","Distrito Federal",98260
2027,"f","0-4","Espirito Santo",136433.9885
2027,"f","0-4","Goias",247001.00828
2027,"f","0-4","Maranhao",274198.0073
2027,"f","0-4","Mato Grosso",135461.00675
2027,"f","0-4","Mato Grosso Do Sul",103646.00533
2027,"f","0-4","Minas Gerais",614909.00149
2027,"f","0-4","Para",342915.00484
2027,"f","0-4","Paraiba",132005.99675
2027,"f","0-4","Parana",367696.995
2027,"f","0-4","Pernambuco",316511.01307
2027,"f","0-4","Piaui",108684.99917
2027,"f","0-4","Rio De Janeiro",514786.0257
2027,"f","0-4","Rio Grande Do Norte",112039.00229
2027,"f","0-4","Rio Grande Do Sul",324668.00137
2027,"f","0-4","Rondonia",66174.0048
2027,"f","0-4","Roraima",30066.9966
2027,"f","0-4","Santa Catarina",231022.00658
2027,"f","0-4","Sao Paulo",1407840.02916
2027,"f","0-4","Sergipe",79800.99623
2027,"f","0-4","Tocantins",60636.99732
2027,"f","10-14","Acre",40676.9972
2027,"f","10-14","Alagoas",121021.99981
2027,"f","10-14","Amapa",40460.9995
2027,"f","10-14","Amazonas",199071.9992
2027,"f","10-14","Bahia",492040.99488
2027,"f","10-14","Ceara",314711.00001
2027,"f","10-14","Distrito Federal",97202
2027,"f","10-14","Espirito Santo",142200.0057
2027,"f","10-14","Goias",264409.01047
2027,"f","10-14","Maranhao",276780.99409
2027,"f","10-14","Mato Grosso",136704.00038
2027,"f","10-14","Mato Grosso Do Sul",107133.99568
2027,"f","10-14","Minas Gerais",648343.98462
2027,"f","10-14","Para",348702.98987
2027,"f","10-14","Paraiba",135614.00608
2027,"f","10-14","Parana",381607.99603
2027,"f","10-14","Pernambuco",337616.00095
2027,"f","10-14","Piaui",113197.99744
2027,"f","10-14","Rio De Janeiro",543787.0213
2027,"f","10-14","Rio Grande Do Norte",118393.00351
2027,"f","10-14","Rio Grande Do Sul",343536.99468
2027,"f","10-14","Rondonia",67535.00324
2027,"f","10-14","Roraima",28445.9963
2027,"f","10-14","Santa Catarina",238874.00672
2027,"f","10-14","Sao Paulo",1491152.015
2027,"f","10-14","Sergipe",83087.00106
2027,"f","10-14","Tocantins",60945.00445
2027,"f","15-19","Acre",42283.0023
2027,"f","15-19","Alagoas",128289.99973
2027,"f","15-19","Amapa",40713.9944
2027,"f","15-19","Amazonas",195400.0024
2027,"f","15-19","Bahia",513739.99461
2027,"f","15-19","Ceara",318389.00223
2027,"f","15-19","Distrito Federal",101813
2027,"f","15-19","Espirito Santo",137241.9928
2027,"f","15-19","Goias",253793.9922
2027,"f","15-19","Maranhao",292527.00255
2027,"f","15-19","Mato Grosso",127675.00222
2027,"f","15-19","Mato Grosso Do Sul",101165.0049
2027,"f","15-19","Minas Gerais",641442.0098
2027,"f","15-19","Para",366079.0014
2027,"f","15-19","Paraiba",137885.00016
2027,"f","15-19","Parana",363747.00406
2027,"f","15-19","Pernambuco",347978.00385
2027,"f","15-19","Piaui",117618.00237
2027,"f","15-19","Rio De Janeiro",518089.0135
2027,"f","15-19","Rio Grande Do Norte",123538.99806
2027,"f","15-19","Rio Grande Do Sul",321559.00427
2027,"f","15-19","Rondonia",65363.00164
2027,"f","15-19","Roraima",27523.0022
2027,"f","15-19","Santa Catarina",226040.00758
2027,"f","15-19","Sao Paulo",1457954.98551
2027,"f","15-19","Sergipe",86317.00341
2027,"f","15-19","Tocantins",62904.00085
2027,"f","20-24","Acre",44950.9987
2027,"f","20-24","Alagoas",137319.00157
2027,"f","20-24","Amapa",41950.0017
2027,"f","20-24","Amazonas",190692.9644
2027,"f","20-24","Bahia",544458.95842
2027,"f","20-24","Ceara",333658.98061
2027,"f","20-24","Distrito Federal",123625
2027,"f","20-24","Espirito Santo",141472.9965
2027,"f","20-24","Goias",263232.99002
2027,"f","20-24","Maranhao",315870.00227
2027,"f","20-24","Mato Grosso",133717.99457
